table	column	type	nullable	default	key	extra
gst_itc_reconciliations	imported_by	INTEGER	YES			
gst_itc_reconciliations	imported_at	TEXT	YES			
gst_itc_reconciliations	updated_at	TEXT	YES			
gst_postings	id	INTEGER	YES		PRI	
gst_postings	voucher_id	INTEGER	YES			
gst_postings	voucher_date	TEXT	YES			
gst_postings	source_table	TEXT	YES			
gst_postings	source_id	INTEGER	YES			
gst_postings	source_ref	TEXT	YES			
gst_postings	party_type	TEXT	YES			
gst_postings	party_id	INTEGER	YES			
gst_postings	hsn_sac	TEXT	YES			
gst_postings	tax_rate	REAL	YES			
gst_postings	taxable	REAL	YES			
gst_postings	cgst	REAL	YES			
gst_postings	sgst	REAL	YES			
gst_postings	igst	REAL	YES			
gst_postings	cess	REAL	YES			
gst_postings	input_output	TEXT	YES			
gst_postings	transaction_type	TEXT	YES			
gst_postings	status	TEXT	YES			
gst_postings	created_at	TEXT	YES			
gst_postings	item_id	INTEGER	YES			
gst_postings	item_name	TEXT	YES			
gst_postings	unit	TEXT	YES			
gst_postings	qty	REAL	YES			
gst_postings	free_qty	REAL	YES			
gst_postings	branch_id	INTEGER	YES			
gst_postings	branch_name	TEXT	YES			
gst_return_filings	id	INTEGER	YES		PRI	
gst_return_filings	return_type	TEXT	YES			
gst_return_filings	period_from	TEXT	YES			
gst_return_filings	period_to	TEXT	YES			
gst_return_filings	taxable_value	REAL	YES			
gst_return_filings	output_cgst	REAL	YES			
gst_return_filings	output_sgst	REAL	YES			
gst_return_filings	output_igst	REAL	YES			
gst_return_filings	input_cgst	REAL	YES			
gst_return_filings	input_sgst	REAL	YES			
gst_return_filings	input_igst	REAL	YES			
gst_return_filings	net_cgst	REAL	YES			
gst_return_filings	net_sgst	REAL	YES			
gst_return_filings	net_igst	REAL	YES			
gst_return_filings	status	TEXT	YES			
gst_return_filings	arn	TEXT	YES			
gst_return_filings	filed_date	TEXT	YES			
gst_return_filings	is_locked	INTEGER	YES			
gst_return_filings	locked_at	TEXT	YES			
gst_return_filings	notes	TEXT	YES			
gst_return_filings	created_by	INTEGER	YES			
gst_return_filings	created_at	TEXT	YES			
gst_return_filings	updated_at	TEXT	YES			
item_batches	id	INTEGER	YES		PRI	
item_batches	item_id	INTEGER	YES			
item_batches	warehouse_id	INTEGER	YES			
item_batches	batch_no	TEXT	YES			
item_batches	expiry_date	TEXT	YES			
item_batches	mrp	REAL	YES			
item_batches	stock	REAL	YES			
item_batches	created_at	TEXT	YES			
item_batches	mfg_date	TEXT	YES			
item_batches	supplier_id	INTEGER	YES			
item_batches	landed_cost	REAL	YES			
item_batches	batch_status	TEXT	YES			
item_batches	batch_barcode	TEXT	YES			
item_batches	notes	TEXT	YES			
item_categories	id	INTEGER	YES		PRI	
item_categories	business_type_code	TEXT	YES			
item_categories	name	TEXT	YES			
item_categories	sort_order	INTEGER	YES			
item_categories	is_active	INTEGER	YES			
item_categories	created_at	TEXT	YES			
item_categories	code	TEXT	YES			
item_categories	parent_id	INTEGER	YES			
item_categories	default_gst	REAL	YES			
item_categories	margin_percent	REAL	YES			
item_categories	report_group	TEXT	YES			
items	id	INTEGER	YES		PRI	
items	code	TEXT	YES			
items	supplier_id	INTEGER	YES			
items	name	TEXT	YES			
items	hsn	TEXT	YES			
items	unit	TEXT	YES			
items	gst	REAL	YES			
items	mrp	REAL	YES			
items	sale_rate	REAL	YES			
items	buy_rate	REAL	YES			
items	stock	REAL	YES			
items	min_stock	REAL	YES			
items	barcode	TEXT	YES			
items	created_at	TEXT	YES			
items	category_id	INTEGER	YES			
items	brand_id	INTEGER	YES			
items	item_type	TEXT	YES			
